Order_ID,Product,Order_Date,Delivered_Date,RTO_Initiated_Date,Delivery_Status,City,State,Quantity,Order_Value
101296,Headphones,30-12-2024,,01-01-2025,RTO,Pune,Delhi,2,17263
100125,Shoes,09-03-2024,16-03-2024,,Delivered,Bengaluru,Maharashtra,3,26416
104632,Headphones,08-11-2024,16-11-2024,,Delivered,Hyderabad,Telangana,1,38721
103596,Watch,12-03-2024,,14-03-2024,RTO,Mumbai,Tamil Nadu,1,43258
103283,Shoes,02-09-2024,16-09-2024,,Delivered,Pune,Tamil Nadu,1,23607
101603,Headphones,02-09-2024,,04-09-2024,RTO,Hyderabad,Delhi,1,36480
100066,Watch,09-09-2024,,11-09-2024,RTO,Mumbai,Maharashtra,4,45609
100232,Mobile,29-12-2024,12-01-2025,,Delivered,Mumbai,Tamil Nadu,3,7270
102156,Headphones,13-03-2024,,15-03-2024,RTO,Delhi,Maharashtra,1,30341
101169,Headphones,30-09-2024,,,Cancelled,Hyderabad,Karnataka,3,29436
102158,Shoes,16-01-2024,,18-01-2024,RTO,Hyderabad,Telangana,2,40724
104206,Shoes,27-06-2024,,29-06-2024,RTO,Mumbai,Karnataka,3,46929
101493,Shoes,17-12-2024,21-12-2024,,Delivered,Chennai,Karnataka,1,41388
104718,Backpack,09-02-2024,23-02-2024,,Delivered,Mumbai,Maharashtra,4,44592
104007,Mobile,08-02-2024,,,Cancelled,Chennai,Maharashtra,4,16743
102472,Backpack,25-02-2024,08-03-2024,,Delivered,Delhi,Maharashtra,2,28880
102660,Headphones,20-08-2024,01-09-2024,,Delivered,Bengaluru,Delhi,2,4627
102739,Watch,23-02-2024,,,Cancelled,Pune,Telangana,4,15873
101761,Headphones,20-06-2024,28-06-2024,,Delivered,Delhi,Maharashtra,2,35965
103514,Laptop,28-10-2024,03-11-2024,,Delivered,Chennai,Karnataka,1,26016
101975,Shoes,07-07-2024,,09-07-2024,RTO,Mumbai,Maharashtra,4,33838
102362,Headphones,12-02-2024,26-02-2024,,Delivered,Hyderabad,Karnataka,2,31331
100876,Shoes,04-01-2024,09-01-2024,,Delivered,Bengaluru,Tamil Nadu,1,18600
103812,Mobile,17-09-2024,,19-09-2024,RTO,Mumbai,Delhi,4,22140
103448,Headphones,27-02-2024,,29-02-2024,RTO,Bengaluru,Telangana,1,49072
101312,Shoes,06-02-2024,12-02-2024,,Delivered,Bengaluru,Maharashtra,1,15233
101460,Backpack,22-08-2024,04-09-2024,,Delivered,Pune,Delhi,1,12798
102709,Backpack,21-09-2024,,23-09-2024,RTO,Pune,Tamil Nadu,4,38369
102324,Mobile,15-01-2024,24-01-2024,,Delivered,Chennai,Telangana,3,41293
101733,Watch,28-03-2024,30-03-2024,,Delivered,Delhi,Karnataka,2,39601
101605,Backpack,08-04-2024,,10-04-2024,RTO,Pune,Karnataka,4,22564
102563,Laptop,14-04-2024,27-04-2024,,Delivered,Bengaluru,Delhi,3,22599
103421,Backpack,04-08-2024,,06-08-2024,RTO,Delhi,Delhi,4,49722
103517,Backpack,09-07-2024,16-07-2024,,Delivered,Hyderabad,Karnataka,2,33996
102397,Watch,02-08-2024,14-08-2024,,Delivered,Chennai,Karnataka,3,23032
103735,Shoes,16-07-2024,30-07-2024,,Delivered,Mumbai,Karnataka,3,12734
102870,Laptop,14-04-2024,,16-04-2024,RTO,Delhi,Telangana,2,15511
101160,Laptop,27-01-2024,,29-01-2024,RTO,Bengaluru,Telangana,1,3270
104854,Laptop,30-06-2024,,02-07-2024,RTO,Chennai,Maharashtra,4,19728
100242,Mobile,23-03-2024,31-03-2024,,Delivered,Hyderabad,Tamil Nadu,3,24249
102590,Laptop,07-06-2024,14-06-2024,,Delivered,Chennai,Karnataka,1,994
101063,Laptop,17-08-2024,18-08-2024,,Delivered,Mumbai,Karnataka,1,44272
104324,Mobile,22-08-2024,03-09-2024,,Delivered,Mumbai,Telangana,1,10030
102595,Mobile,14-10-2024,,16-10-2024,RTO,Mumbai,Telangana,4,21775
100919,Headphones,18-01-2024,,20-01-2024,RTO,Delhi,Karnataka,4,10418
100005,Watch,10-10-2024,18-10-2024,,Delivered,Bengaluru,Karnataka,1,43089
100467,Headphones,11-03-2024,23-03-2024,,Delivered,Bengaluru,Delhi,4,6772
104170,Mobile,02-08-2024,,,Cancelled,Pune,Maharashtra,3,25372
100003,Laptop,26-04-2024,,28-04-2024,RTO,Mumbai,Karnataka,4,27525
100645,Watch,09-04-2024,15-04-2024,,Delivered,Mumbai,Delhi,1,20727
100117,Backpack,28-03-2024,02-04-2024,,Delivered,Bengaluru,Karnataka,1,28332
102928,Backpack,13-12-2024,21-12-2024,,Delivered,Pune,Tamil Nadu,4,6528
102551,Watch,01-06-2024,,03-06-2024,RTO,Delhi,Delhi,3,3852
104289,Watch,21-10-2024,28-10-2024,,Delivered,Mumbai,Telangana,1,18811
100846,Mobile,25-06-2024,,27-06-2024,RTO,Bengaluru,Maharashtra,1,12110
102762,Mobile,11-05-2024,23-05-2024,,Delivered,Mumbai,Telangana,2,46954
101141,Mobile,03-11-2024,,05-11-2024,RTO,Pune,Tamil Nadu,2,32262
101810,Mobile,01-05-2024,07-05-2024,,Delivered,Bengaluru,Tamil Nadu,2,14076
100723,Laptop,29-07-2024,,,Cancelled,Chennai,Karnataka,1,5755
100224,Watch,08-03-2024,,10-03-2024,RTO,Pune,Tamil Nadu,3,47232
104627,Headphones,26-02-2024,06-03-2024,,Delivered,Delhi,Tamil Nadu,4,27086
104208,Shoes,13-01-2024,19-01-2024,,Delivered,Hyderabad,Maharashtra,2,13294
104654,Shoes,11-07-2024,18-07-2024,,Delivered,Mumbai,Delhi,4,33814
102048,Watch,03-03-2024,07-03-2024,,Delivered,Bengaluru,Maharashtra,1,48719
104749,Mobile,22-11-2024,05-12-2024,,Delivered,Mumbai,Delhi,3,27360
104415,Backpack,01-06-2024,14-06-2024,,Delivered,Hyderabad,Delhi,3,46883
101573,Watch,23-01-2024,28-01-2024,,Delivered,Bengaluru,Karnataka,2,7690
101828,Shoes,30-01-2024,07-02-2024,,Delivered,Hyderabad,Delhi,4,36201
101917,Laptop,07-07-2024,20-07-2024,,Delivered,Pune,Karnataka,3,28994
104234,Watch,05-11-2024,,07-11-2024,RTO,Mumbai,Delhi,2,12724
102026,Headphones,18-04-2024,28-04-2024,,Delivered,Pune,Telangana,4,7424
103744,Headphones,18-12-2024,,20-12-2024,RTO,Mumbai,Karnataka,2,3836
100901,Shoes,29-02-2024,,02-03-2024,RTO,Mumbai,Telangana,2,16881
104785,Shoes,06-03-2024,14-03-2024,,Delivered,Bengaluru,Karnataka,4,34860
102039,Mobile,14-06-2024,,16-06-2024,RTO,Mumbai,Maharashtra,1,26524
100009,Watch,20-05-2024,22-05-2024,,Delivered,Bengaluru,Telangana,2,1120
100260,Watch,21-02-2024,,,Cancelled,Delhi,Maharashtra,1,44123
101673,Watch,28-06-2024,06-07-2024,,Delivered,Chennai,Karnataka,3,46250
102219,Watch,01-02-2024,09-02-2024,,Delivered,Chennai,Karnataka,2,45796
102060,Watch,01-08-2024,08-08-2024,,Delivered,Pune,Maharashtra,2,48529
103713,Laptop,21-09-2024,,23-09-2024,RTO,Mumbai,Delhi,3,12010
101619,Backpack,17-01-2024,26-01-2024,,Delivered,Hyderabad,Maharashtra,4,8002
100320,Mobile,05-05-2024,,,Cancelled,Chennai,Telangana,1,19094
101342,Shoes,22-03-2024,29-03-2024,,Delivered,Hyderabad,Karnataka,1,14092
102376,Shoes,09-02-2024,10-02-2024,,Delivered,Mumbai,Tamil Nadu,1,29670
102832,Headphones,13-04-2024,24-04-2024,,Delivered,Mumbai,Karnataka,1,8044
102824,Watch,06-08-2024,,,Cancelled,Delhi,Tamil Nadu,2,12622
101994,Shoes,30-06-2024,14-07-2024,,Delivered,Bengaluru,Maharashtra,1,21952
102958,Mobile,04-06-2024,,06-06-2024,RTO,Hyderabad,Telangana,2,35284
102038,Headphones,26-06-2024,,28-06-2024,RTO,Pune,Maharashtra,3,37851
103490,Mobile,18-01-2024,,,Cancelled,Delhi,Delhi,1,13338
103677,Shoes,20-05-2024,,,Cancelled,Chennai,Karnataka,4,36556
101118,Headphones,09-06-2024,,11-06-2024,RTO,Hyderabad,Tamil Nadu,2,41891
101604,Laptop,01-08-2024,09-08-2024,,Delivered,Hyderabad,Maharashtra,4,7158
104027,Headphones,09-08-2024,14-08-2024,,Delivered,Delhi,Tamil Nadu,3,16964
100235,Shoes,18-09-2024,21-09-2024,,Delivered,Hyderabad,Telangana,3,16475
101969,Watch,14-02-2024,16-02-2024,,Delivered,Pune,Karnataka,2,24501
104429,Laptop,05-07-2024,,07-07-2024,RTO,Chennai,Karnataka,1,16529
101908,Backpack,19-12-2024,,,Cancelled,Bengaluru,Telangana,4,49844
100375,Laptop,28-08-2024,06-09-2024,,Delivered,Hyderabad,Telangana,3,16186
103530,Mobile,12-08-2024,19-08-2024,,Delivered,Pune,Karnataka,2,8637
102635,Mobile,29-11-2024,05-12-2024,,Delivered,Chennai,Karnataka,3,44775
101570,Laptop,17-02-2024,02-03-2024,,Delivered,Hyderabad,Karnataka,4,25591
102560,Laptop,20-04-2024,,22-04-2024,RTO,Delhi,Telangana,2,21409
103391,Watch,23-03-2024,25-03-2024,,Delivered,Pune,Karnataka,3,38191
102965,Watch,13-04-2024,15-04-2024,,Delivered,Mumbai,Telangana,4,2581
103643,Shoes,14-03-2024,20-03-2024,,Delivered,Bengaluru,Delhi,1,15933
103850,Backpack,24-02-2024,08-03-2024,,Delivered,Hyderabad,Maharashtra,1,7647
100872,Watch,12-11-2024,,,Cancelled,Hyderabad,Maharashtra,1,27344
101252,Shoes,02-01-2024,,04-01-2024,RTO,Pune,Telangana,1,30111
101314,Backpack,29-08-2024,07-09-2024,,Delivered,Pune,Maharashtra,3,36481
104820,Watch,14-09-2024,23-09-2024,,Delivered,Delhi,Karnataka,3,47691
102898,Mobile,27-11-2024,09-12-2024,,Delivered,Mumbai,Karnataka,1,48136
100077,Backpack,10-01-2024,,12-01-2024,RTO,Hyderabad,Maharashtra,1,23006
102621,Shoes,16-03-2024,29-03-2024,,Delivered,Pune,Telangana,2,13681
104227,Headphones,14-09-2024,28-09-2024,,Delivered,Chennai,Tamil Nadu,3,9494
100600,Backpack,30-04-2024,03-05-2024,,Delivered,Bengaluru,Tamil Nadu,2,2277
101065,Watch,16-11-2024,25-11-2024,,Delivered,Chennai,Delhi,3,2921
102136,Shoes,02-08-2024,,04-08-2024,RTO,Bengaluru,Karnataka,1,38390
102449,Shoes,01-09-2024,04-09-2024,,Delivered,Bengaluru,Maharashtra,4,12054
102343,Shoes,02-12-2024,,04-12-2024,RTO,Hyderabad,Telangana,1,22239
101863,Shoes,28-06-2024,04-07-2024,,Delivered,Delhi,Telangana,3,15966
101318,Shoes,06-12-2024,16-12-2024,,Delivered,Delhi,Delhi,2,35267
104711,Backpack,26-10-2024,29-10-2024,,Delivered,Chennai,Tamil Nadu,1,36365
103597,Backpack,16-10-2024,22-10-2024,,Delivered,Pune,Karnataka,4,841
103762,Backpack,13-03-2024,,15-03-2024,RTO,Bengaluru,Maharashtra,2,46443
104670,Watch,27-07-2024,05-08-2024,,Delivered,Delhi,Delhi,1,34498
102190,Headphones,28-08-2024,30-08-2024,,Delivered,Chennai,Tamil Nadu,2,31967
100992,Backpack,27-12-2024,08-01-2025,,Delivered,Hyderabad,Maharashtra,4,34989
102712,Watch,21-06-2024,26-06-2024,,Delivered,Hyderabad,Tamil Nadu,1,48381
102192,Headphones,05-01-2024,15-01-2024,,Delivered,Bengaluru,Karnataka,2,29366
101248,Backpack,04-08-2024,09-08-2024,,Delivered,Delhi,Maharashtra,1,42157
103054,Shoes,01-08-2024,07-08-2024,,Delivered,Pune,Maharashtra,1,9713
104598,Shoes,20-11-2024,22-11-2024,,Delivered,Bengaluru,Delhi,2,48517
104033,Shoes,05-11-2024,11-11-2024,,Delivered,Pune,Maharashtra,3,27030
101997,Mobile,07-02-2024,,09-02-2024,RTO,Bengaluru,Karnataka,3,9191
104916,Backpack,01-03-2024,12-03-2024,,Delivered,Pune,Tamil Nadu,4,45748
103687,Watch,04-04-2024,,06-04-2024,RTO,Bengaluru,Maharashtra,2,12419
102151,Headphones,20-08-2024,30-08-2024,,Delivered,Chennai,Tamil Nadu,4,8606
104018,Watch,03-10-2024,,05-10-2024,RTO,Hyderabad,Tamil Nadu,2,42365
103110,Shoes,05-02-2024,06-02-2024,,Delivered,Pune,Telangana,2,33215
101970,Headphones,01-01-2024,03-01-2024,,Delivered,Hyderabad,Telangana,2,20816
100197,Mobile,29-05-2024,02-06-2024,,Delivered,Bengaluru,Delhi,2,27780
102626,Backpack,02-08-2024,,04-08-2024,RTO,Hyderabad,Delhi,3,15111
101202,Shoes,15-02-2024,,17-02-2024,RTO,Pune,Telangana,3,19848
102035,Shoes,05-03-2024,06-03-2024,,Delivered,Pune,Tamil Nadu,2,35490
100477,Laptop,06-01-2024,07-01-2024,,Delivered,Mumbai,Delhi,2,49852
101254,Backpack,21-03-2024,01-04-2024,,Delivered,Delhi,Maharashtra,1,44731
100922,Watch,07-07-2024,,09-07-2024,RTO,Hyderabad,Tamil Nadu,1,19947
100419,Watch,30-05-2024,,01-06-2024,RTO,Bengaluru,Delhi,3,7941
102204,Headphones,27-05-2024,30-05-2024,,Delivered,Hyderabad,Delhi,1,43615
102597,Laptop,28-01-2024,,30-01-2024,RTO,Pune,Karnataka,1,41522
101120,Backpack,13-06-2024,18-06-2024,,Delivered,Pune,Delhi,3,41260
103068,Shoes,14-05-2024,,,Cancelled,Pune,Karnataka,1,42450
100950,Headphones,10-09-2024,,12-09-2024,RTO,Mumbai,Delhi,3,1514
102336,Laptop,31-10-2024,,02-11-2024,RTO,Delhi,Tamil Nadu,1,48989
102243,Headphones,30-07-2024,10-08-2024,,Delivered,Pune,Tamil Nadu,3,49574
102645,Laptop,06-10-2024,,08-10-2024,RTO,Chennai,Karnataka,3,26765
101857,Shoes,20-03-2024,,22-03-2024,RTO,Delhi,Delhi,1,26646
104612,Backpack,25-09-2024,29-09-2024,,Delivered,Bengaluru,Telangana,4,12537
101865,Shoes,13-12-2024,,15-12-2024,RTO,Pune,Telangana,4,40379
102912,Shoes,15-01-2024,29-01-2024,,Delivered,Pune,Maharashtra,3,13962
102853,Laptop,27-03-2024,30-03-2024,,Delivered,Mumbai,Karnataka,1,20425
104910,Watch,10-08-2024,,,Cancelled,Mumbai,Tamil Nadu,3,2222
103228,Headphones,20-11-2024,26-11-2024,,Delivered,Pune,Karnataka,4,37317
103719,Mobile,31-03-2024,14-04-2024,,Delivered,Pune,Telangana,3,36308
103228,Mobile,11-11-2024,24-11-2024,,Delivered,Mumbai,Maharashtra,4,43160
102371,Shoes,22-09-2024,02-10-2024,,Delivered,Delhi,Karnataka,1,3451
102891,Laptop,02-11-2024,,04-11-2024,RTO,Delhi,Karnataka,3,42979
103756,Watch,15-11-2024,22-11-2024,,Delivered,Pune,Tamil Nadu,2,43353
104225,Headphones,15-04-2024,,,Cancelled,Mumbai,Karnataka,1,35609
100094,Headphones,09-09-2024,,11-09-2024,RTO,Delhi,Delhi,2,30658
102674,Watch,17-07-2024,26-07-2024,,Delivered,Mumbai,Tamil Nadu,1,11473
101955,Headphones,25-02-2024,27-02-2024,,Delivered,Mumbai,Karnataka,1,47597
100793,Backpack,26-08-2024,06-09-2024,,Delivered,Bengaluru,Karnataka,2,19681
101834,Laptop,12-12-2024,14-12-2024,,Delivered,Delhi,Tamil Nadu,3,33995
102116,Mobile,06-12-2024,,08-12-2024,RTO,Mumbai,Tamil Nadu,4,44484
104106,Mobile,28-12-2024,30-12-2024,,Delivered,Chennai,Telangana,1,3695
103325,Watch,05-08-2024,,07-08-2024,RTO,Pune,Telangana,3,34720
102919,Laptop,30-07-2024,11-08-2024,,Delivered,Mumbai,Tamil Nadu,3,11834
102597,Watch,07-07-2024,,09-07-2024,RTO,Hyderabad,Maharashtra,1,32887
103205,Watch,30-11-2024,13-12-2024,,Delivered,Hyderabad,Delhi,1,35277
104807,Watch,30-12-2024,07-01-2025,,Delivered,Mumbai,Karnataka,1,20984
100814,Shoes,11-04-2024,13-04-2024,,Delivered,Hyderabad,Tamil Nadu,2,27222
100345,Mobile,22-05-2024,26-05-2024,,Delivered,Hyderabad,Telangana,1,26600
102349,Watch,11-10-2024,,,Cancelled,Hyderabad,Karnataka,2,5373
100362,Mobile,10-03-2024,,12-03-2024,RTO,Hyderabad,Karnataka,1,8472
102443,Shoes,01-12-2024,02-12-2024,,Delivered,Hyderabad,Telangana,3,25846
102265,Laptop,05-03-2024,,,Cancelled,Chennai,Karnataka,3,29235
102188,Watch,16-07-2024,,,Cancelled,Chennai,Maharashtra,3,31272
103005,Headphones,16-01-2024,,,Cancelled,Hyderabad,Telangana,1,22917
103281,Mobile,05-11-2024,08-11-2024,,Delivered,Pune,Maharashtra,3,11920
100984,Headphones,18-12-2024,30-12-2024,,Delivered,Pune,Maharashtra,2,42108
101639,Mobile,19-09-2024,,21-09-2024,RTO,Pune,Delhi,2,13254
100827,Backpack,29-02-2024,05-03-2024,,Delivered,Pune,Karnataka,1,30592
102730,Headphones,10-01-2024,19-01-2024,,Delivered,Mumbai,Maharashtra,3,35981
103531,Headphones,04-11-2024,17-11-2024,,Delivered,Hyderabad,Maharashtra,1,20233
104451,Mobile,08-01-2024,10-01-2024,,Delivered,Delhi,Tamil Nadu,2,4344
102935,Mobile,06-12-2024,,08-12-2024,RTO,Mumbai,Delhi,4,15321
103876,Laptop,30-03-2024,11-04-2024,,Delivered,Hyderabad,Delhi,1,30954
100126,Shoes,06-02-2024,13-02-2024,,Delivered,Delhi,Delhi,1,2745
103177,Mobile,24-03-2024,29-03-2024,,Delivered,Mumbai,Karnataka,3,18187
103056,Headphones,21-08-2024,04-09-2024,,Delivered,Delhi,Telangana,4,29471
100603,Shoes,06-09-2024,,,Cancelled,Mumbai,Karnataka,2,8438
103449,Watch,27-08-2024,05-09-2024,,Delivered,Delhi,Karnataka,1,28376
104146,Shoes,13-04-2024,15-04-2024,,Delivered,Chennai,Delhi,2,11539
103533,Mobile,29-07-2024,07-08-2024,,Delivered,Delhi,Telangana,1,7230
103367,Shoes,12-08-2024,25-08-2024,,Delivered,Chennai,Telangana,4,11091
103368,Shoes,05-10-2024,16-10-2024,,Delivered,Hyderabad,Delhi,4,38466
103797,Shoes,14-06-2024,,16-06-2024,RTO,Pune,Tamil Nadu,4,14526
101792,Mobile,27-10-2024,,,Cancelled,Hyderabad,Maharashtra,3,16118
102861,Mobile,15-02-2024,,,Cancelled,Mumbai,Telangana,2,32139
103476,Mobile,02-01-2024,16-01-2024,,Delivered,Bengaluru,Tamil Nadu,1,40482
103417,Backpack,24-06-2024,25-06-2024,,Delivered,Hyderabad,Delhi,4,15962
101645,Watch,29-09-2024,12-10-2024,,Delivered,Mumbai,Tamil Nadu,1,46237
101205,Mobile,27-04-2024,08-05-2024,,Delivered,Pune,Tamil Nadu,2,27185
103030,Watch,28-09-2024,,,Cancelled,Chennai,Telangana,4,15967
102872,Watch,21-06-2024,,23-06-2024,RTO,Chennai,Telangana,3,19137
103072,Backpack,30-10-2024,12-11-2024,,Delivered,Bengaluru,Tamil Nadu,4,3726
101854,Laptop,31-05-2024,12-06-2024,,Delivered,Pune,Karnataka,4,33312
104021,Shoes,16-12-2024,23-12-2024,,Delivered,Chennai,Tamil Nadu,3,15630
104662,Shoes,11-07-2024,13-07-2024,,Delivered,Mumbai,Telangana,2,25442
102708,Headphones,01-04-2024,02-04-2024,,Delivered,Delhi,Karnataka,3,18650
103502,Headphones,09-06-2024,20-06-2024,,Delivered,Mumbai,Karnataka,4,37917
101332,Backpack,15-04-2024,18-04-2024,,Delivered,Mumbai,Karnataka,4,24393
100201,Laptop,16-08-2024,,18-08-2024,RTO,Delhi,Delhi,2,38935
103507,Laptop,12-04-2024,15-04-2024,,Delivered,Chennai,Karnataka,2,2957
104212,Shoes,11-05-2024,20-05-2024,,Delivered,Pune,Delhi,2,49632
100574,Mobile,13-09-2024,22-09-2024,,Delivered,Hyderabad,Delhi,3,39360
100536,Headphones,15-10-2024,29-10-2024,,Delivered,Mumbai,Tamil Nadu,4,35671
101625,Backpack,10-04-2024,19-04-2024,,Delivered,Hyderabad,Telangana,4,42593
102122,Backpack,27-10-2024,,,Cancelled,Mumbai,Delhi,4,15222
100385,Mobile,21-01-2024,03-02-2024,,Delivered,Bengaluru,Maharashtra,3,44459
103281,Headphones,05-09-2024,,07-09-2024,RTO,Bengaluru,Maharashtra,2,15875
100474,Shoes,10-07-2024,,12-07-2024,RTO,Chennai,Telangana,3,25349
100417,Laptop,13-03-2024,,15-03-2024,RTO,Mumbai,Delhi,4,1167
103600,Laptop,08-11-2024,14-11-2024,,Delivered,Pune,Tamil Nadu,4,3005
100954,Mobile,16-06-2024,27-06-2024,,Delivered,Pune,Tamil Nadu,2,42385
104971,Backpack,02-03-2024,,,Cancelled,Pune,Maharashtra,4,2671
104858,Shoes,19-06-2024,27-06-2024,,Delivered,Mumbai,Karnataka,4,21141
101205,Mobile,30-04-2024,12-05-2024,,Delivered,Mumbai,Maharashtra,3,27863
104759,Watch,03-08-2024,,05-08-2024,RTO,Mumbai,Tamil Nadu,2,35107
104120,Shoes,22-06-2024,,24-06-2024,RTO,Mumbai,Maharashtra,3,2272
101990,Headphones,24-01-2024,29-01-2024,,Delivered,Pune,Karnataka,2,41220
104805,Shoes,17-05-2024,31-05-2024,,Delivered,Pune,Tamil Nadu,1,11734
103572,Headphones,08-04-2024,11-04-2024,,Delivered,Pune,Telangana,2,44383
104380,Laptop,19-11-2024,21-11-2024,,Delivered,Delhi,Telangana,2,40923
104158,Mobile,26-02-2024,07-03-2024,,Delivered,Hyderabad,Karnataka,2,42205
104757,Watch,03-09-2024,13-09-2024,,Delivered,Mumbai,Maharashtra,4,5695
102713,Watch,20-06-2024,28-06-2024,,Delivered,Mumbai,Telangana,1,32115
102203,Laptop,19-07-2024,31-07-2024,,Delivered,Chennai,Telangana,3,40961
103120,Laptop,26-11-2024,05-12-2024,,Delivered,Chennai,Telangana,4,39683
100966,Headphones,16-04-2024,19-04-2024,,Delivered,Mumbai,Tamil Nadu,3,10549
104944,Watch,17-02-2024,28-02-2024,,Delivered,Bengaluru,Tamil Nadu,2,24261
103432,Headphones,28-11-2024,11-12-2024,,Delivered,Hyderabad,Karnataka,4,17682
100688,Headphones,12-10-2024,22-10-2024,,Delivered,Bengaluru,Delhi,3,40455
104243,Headphones,15-02-2024,19-02-2024,,Delivered,Hyderabad,Maharashtra,3,7983
103701,Watch,29-04-2024,06-05-2024,,Delivered,Mumbai,Tamil Nadu,2,24316
100341,Watch,29-02-2024,07-03-2024,,Delivered,Mumbai,Tamil Nadu,3,6697
101724,Headphones,26-05-2024,28-05-2024,,Delivered,Delhi,Maharashtra,1,34355
104422,Backpack,13-04-2024,26-04-2024,,Delivered,Chennai,Delhi,1,49975
101792,Headphones,08-03-2024,,,Cancelled,Bengaluru,Maharashtra,2,36945
101759,Mobile,10-06-2024,13-06-2024,,Delivered,Chennai,Tamil Nadu,4,21510
103212,Laptop,02-08-2024,04-08-2024,,Delivered,Chennai,Tamil Nadu,4,36603
100989,Laptop,27-04-2024,05-05-2024,,Delivered,Pune,Tamil Nadu,2,41997
102262,Mobile,24-08-2024,04-09-2024,,Delivered,Mumbai,Maharashtra,1,10278
102482,Watch,05-08-2024,10-08-2024,,Delivered,Pune,Delhi,1,40762
100951,Watch,03-05-2024,17-05-2024,,Delivered,Delhi,Tamil Nadu,1,40319
100722,Laptop,26-04-2024,,,Cancelled,Hyderabad,Karnataka,2,10913
103389,Mobile,19-09-2024,26-09-2024,,Delivered,Pune,Karnataka,2,571
102079,Shoes,03-12-2024,15-12-2024,,Delivered,Pune,Delhi,4,17752
102717,Mobile,18-06-2024,19-06-2024,,Delivered,Chennai,Tamil Nadu,4,20425
102332,Watch,14-07-2024,,16-07-2024,RTO,Delhi,Telangana,1,1803
103376,Watch,04-11-2024,08-11-2024,,Delivered,Hyderabad,Delhi,1,49551
104524,Backpack,29-05-2024,08-06-2024,,Delivered,Chennai,Tamil Nadu,1,34906
101500,Headphones,02-09-2024,16-09-2024,,Delivered,Chennai,Telangana,3,39740
100285,Mobile,08-10-2024,,10-10-2024,RTO,Pune,Karnataka,2,49266
103495,Shoes,09-07-2024,11-07-2024,,Delivered,Pune,Tamil Nadu,4,21960
102065,Headphones,22-06-2024,23-06-2024,,Delivered,Hyderabad,Karnataka,2,41956
100768,Laptop,21-03-2024,31-03-2024,,Delivered,Delhi,Karnataka,4,13414
103057,Watch,20-06-2024,25-06-2024,,Delivered,Pune,Karnataka,2,45784
104289,Laptop,12-06-2024,17-06-2024,,Delivered,Chennai,Karnataka,1,1859
102161,Headphones,23-10-2024,27-10-2024,,Delivered,Pune,Karnataka,3,36143
103293,Headphones,20-04-2024,21-04-2024,,Delivered,Bengaluru,Telangana,4,34542
100946,Mobile,25-07-2024,08-08-2024,,Delivered,Hyderabad,Telangana,4,21971
104926,Watch,03-12-2024,04-12-2024,,Delivered,Hyderabad,Telangana,4,32442
103335,Headphones,10-03-2024,24-03-2024,,Delivered,Chennai,Telangana,4,12358
104150,Headphones,07-04-2024,19-04-2024,,Delivered,Mumbai,Telangana,1,34174
104895,Watch,05-01-2024,,,Cancelled,Hyderabad,Karnataka,2,3374
104873,Headphones,03-07-2024,,05-07-2024,RTO,Hyderabad,Karnataka,4,25431
101481,Watch,22-07-2024,,24-07-2024,RTO,Bengaluru,Delhi,3,10488
101901,Backpack,12-01-2024,,14-01-2024,RTO,Pune,Karnataka,2,18383
103451,Shoes,26-08-2024,02-09-2024,,Delivered,Chennai,Karnataka,2,30739
104064,Headphones,26-11-2024,30-11-2024,,Delivered,Delhi,Tamil Nadu,2,26811
100054,Watch,06-10-2024,10-10-2024,,Delivered,Hyderabad,Maharashtra,3,11915
101823,Watch,24-04-2024,03-05-2024,,Delivered,Mumbai,Tamil Nadu,1,38605
103462,Laptop,28-07-2024,,,Cancelled,Bengaluru,Maharashtra,3,4463
103079,Laptop,14-11-2024,20-11-2024,,Delivered,Chennai,Karnataka,2,38714
100832,Shoes,12-05-2024,22-05-2024,,Delivered,Bengaluru,Karnataka,4,20751
104408,Headphones,10-08-2024,21-08-2024,,Delivered,Pune,Maharashtra,2,48330
102806,Watch,10-12-2024,21-12-2024,,Delivered,Pune,Karnataka,2,41892
102490,Headphones,29-06-2024,13-07-2024,,Delivered,Pune,Maharashtra,2,33697
100327,Shoes,28-01-2024,30-01-2024,,Delivered,Hyderabad,Telangana,4,39843
103310,Shoes,11-07-2024,24-07-2024,,Delivered,Delhi,Karnataka,3,46055
103300,Shoes,27-10-2024,28-10-2024,,Delivered,Mumbai,Telangana,1,10871
103675,Headphones,12-09-2024,18-09-2024,,Delivered,Mumbai,Karnataka,2,33039
103054,Mobile,20-04-2024,02-05-2024,,Delivered,Mumbai,Delhi,2,29383
102143,Headphones,12-07-2024,13-07-2024,,Delivered,Chennai,Telangana,1,7125
101311,Mobile,03-05-2024,06-05-2024,,Delivered,Delhi,Tamil Nadu,3,41721
103191,Laptop,31-03-2024,06-04-2024,,Delivered,Pune,Karnataka,2,10042
102538,Headphones,15-05-2024,28-05-2024,,Delivered,Chennai,Tamil Nadu,2,15170
103983,Watch,09-10-2024,14-10-2024,,Delivered,Delhi,Delhi,2,48033
104547,Mobile,16-08-2024,25-08-2024,,Delivered,Hyderabad,Tamil Nadu,4,30730
100164,Mobile,24-05-2024,30-05-2024,,Delivered,Chennai,Karnataka,1,48867
104277,Watch,29-08-2024,01-09-2024,,Delivered,Delhi,Delhi,4,6765
